column,group,normalized_rank,top2_rate,top3_rate
agitational_theme_instruct_llama3,"(76-100) not Style, not Theme",0.4,0.32,0.36
agitational_baseline_llama3,(101+) General,0.71,0.52,0.72
agitational_halfsum_llama3,(101+) General,0.33,0.07,0.18
agitational_instruct_llama3,(101+) General,0.66,0.43,0.61
agitational_klora_llama3,(101+) General,0.35,0.11,0.25
agitational_ours_llama3,(101+) General,0.52,0.32,0.45
agitational_style_instruct_llama3,(101+) General,0.59,0.32,0.55
agitational_theme_instruct_llama3,(101+) General,0.35,0.25,0.25
agitational_baseline_llama3,(1-50) Theme,0.82,0.66,0.88
agitational_halfsum_llama3,(1-50) Theme,0.59,0.22,0.52
agitational_instruct_llama3,(1-50) Theme,0.35,0.08,0.14
agitational_klora_llama3,(1-50) Theme,0.69,0.52,0.72
agitational_ours_llama3,(1-50) Theme,0.4,0.22,0.26
agitational_style_instruct_llama3,(1-50) Theme,0.19,0.04,0.06
agitational_theme_instruct_llama3,(1-50) Theme,0.46,0.26,0.42
agitational_baseline_llama3,(51+) no Theme,0.65,0.4,0.6
agitational_halfsum_llama3,(51+) no Theme,0.35,0.04,0.2
agitational_instruct_llama3,(51+) no Theme,0.56,0.33,0.5
agitational_klora_llama3,(51+) no Theme,0.4,0.18,0.29
agitational_ours_llama3,(51+) no Theme,0.58,0.44,0.56
agitational_style_instruct_llama3,(51+) no Theme,0.59,0.36,0.54
agitational_theme_instruct_llama3,(51+) no Theme,0.37,0.27,0.31
agitational_baseline_llama3,"(76+) no Theme, no Style, General",0.7,0.48,0.68
agitational_halfsum_llama3,"(76+) no Theme, no Style, General",0.34,0.06,0.2
agitational_instruct_llama3,"(76+) no Theme, no Style, General",0.61,0.39,0.57
agitational_klora_llama3,"(76+) no Theme, no Style, General",0.36,0.14,0.26
agitational_ours_llama3,"(76+) no Theme, no Style, General",0.53,0.35,0.48
agitational_style_instruct_llama3,"(76+) no Theme, no Style, General",0.59,0.32,0.54
agitational_theme_instruct_llama3,"(76+) no Theme, no Style, General",0.37,0.28,0.29
agitational_baseline_llama3,"(1-25, 51-75) Style",0.67,0.44,0.64
agitational_halfsum_llama3,"(1-25, 51-75) Style",0.52,0.18,0.4
agitational_instruct_llama3,"(1-25, 51-75) Style",0.36,0.1,0.2
agitational_klora_llama3,"(1-25, 51-75) Style",0.54,0.3,0.48
agitational_ours_llama3,"(1-25, 51-75) Style",0.58,0.5,0.56
agitational_style_instruct_llama3,"(1-25, 51-75) Style",0.4,0.26,0.32
agitational_theme_instruct_llama3,"(1-25, 51-75) Style",0.43,0.22,0.4
agitational_baseline_llama3,"(26-50, 76-100) no Style",0.73,0.5,0.74
agitational_halfsum_llama3,"(26-50, 76-100) no Style",0.44,0.06,0.34
agitational_instruct_llama3,"(26-50, 76-100) no Style",0.47,0.22,0.34
agitational_klora_llama3,"(26-50, 76-100) no Style",0.59,0.46,0.56
agitational_ours_llama3,"(26-50, 76-100) no Style",0.46,0.26,0.36
agitational_style_instruct_llama3,"(26-50, 76-100) no Style",0.39,0.18,0.28
agitational_theme_instruct_llama3,"(26-50, 76-100) no Style",0.42,0.32,0.38
